订单编号,标题,价格,购买数量,外部系统编号,商品属性,套餐信息,备注,订单状态,商家编码
251314134903,日本代购新谷酵素夜迟减肥,399,2,456026429338,,,,交易关闭,456026429338
263067245892,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,卖家已发货，等待买家确认,456026429338
251246609118,fancl/芳珂 祛痘淡,198,1,490804934733,,,,卖家已发货，等待买家确认,490804934733
251246609118,fancl/芳珂燃脂素 ,258,1,490804914233,,,,卖家已发货，等待买家确认,490804914233
251092151451,美国进口普利普莱叶黄素软,329,1,ecms-tz-0010,,,,卖家已发货，等待买家确认,ecms-tz-0010
263066262408,fancl/芳珂燃脂素 ,258,1,490804914233,,,,卖家已发货，等待买家确认,490804914233
262846107213,swisse钙片+维生素,160,1,931177059250,,,,交易成功,931177059250
227586099485,日本fancl美白丸全身,204,1,490804934732,,,,卖家已发货，等待买家确认,490804934732
227586099485,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,卖家已发货，等待买家确认,456026429338
250985955078,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,卖家已发货，等待买家确认,456026429338
262916226998,日本FANCL复合维生素,99,3,490804928347,,,,卖家已发货，等待买家确认,490804928347
250911528726,美国进口普利普莱叶黄素软,176,1,74312149047,,,,卖家已发货，等待买家确认,74312149047
251032149785,日本fancl美白丸全身,204,1,490804934732,,,,交易成功,490804934732
250895812601,fancl/芳珂燃脂素 ,258,1,490804914233,,,,交易成功,490804914233
250888168672,日本代购新谷酵素夜迟减肥,399,1,456026429341,,,,交易成功,456026429341
227538419609,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易成功,456026429338
251013333239,日本fancl美白丸全身,204,1,490804934732,,,,卖家已发货，等待买家确认,490804934732
251013333239,日本kawai卡哇伊鱼油,218,1,498704921162,,,,卖家已发货，等待买家确认,498704921162
251013333239,日本kawai卡哇伊肝油,259,1,498704921251,,,,卖家已发货，等待买家确认,498704921251
227694297137,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,卖家已发货，等待买家确认,456026429338
227594556944,日本fancl美白丸全身,204,1,490804934732,,,,卖家已发货，等待买家确认,490804934732
227595216539,日本fancl美白丸全身,204,1,490804934732,,,,卖家已发货，等待买家确认,490804934732
227690738842,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易成功,456026429338
227522059540,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,卖家已发货，等待买家确认,456026429338
250824471449,日本FANCL复合维生素,99,1,490804928347,,,,卖家已发货，等待买家确认,490804928347
250824471449,日本kawai卡哇伊肝油,259,2,498704921251,,,,卖家已发货，等待买家确认,498704921251
262729701702,日本fancl美白丸全身,204,1,490804934732,,,,卖家已发货，等待买家确认,490804934732
250980114443,日本fancl美白丸全身,204,1,490804934732,,,,交易成功,490804934732
250818568369,fancl/芳珂燃脂素 ,258,1,490804914233,,,,卖家已发货，等待买家确认,490804914233
250818568369,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,卖家已发货，等待买家确认,456026429338
250939133268,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,卖家已发货，等待买家确认,456026429338
250770471224,日本FANCL复合维生素,99,2,490804928347,,,,卖家已发货，等待买家确认,490804928347
262676725273,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,卖家已发货，等待买家确认,456026429338
262681046445,fancl/芳珂燃脂素 ,258,1,490804914233,,,,卖家已发货，等待买家确认,490804914233
227477299971,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,卖家已发货，等待买家确认,456026429338
262599225902,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,卖家已发货，等待买家确认,456026429338
262653466731,普丽普莱氨糖维骨力/软骨,580,1,ecms-tz-0010,,,,交易关闭,ecms-tz-0010
262645366980,日本FANCL复合维生素,99,1,490804928347,,,,卖家已发货，等待买家确认,490804928347
262488664591,日本fancl美白丸全身,204,1,490804934732,,,,卖家已发货，等待买家确认,490804934732
250810833964,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,卖家已发货，等待买家确认,456026429338
262470303277,日本fancl美白丸全身,204,1,490804934732,,,,卖家已发货，等待买家确认,490804934732
262511945757,日本fancl美白丸全身,204,1,490804934732,,,,卖家已发货，等待买家确认,490804934732
227607458978,日本代购新谷酵素夜迟减肥,399,4,456026429338,,,,卖家已发货，等待买家确认,456026429338
262414360098,澳洲蔓越莓胶囊30粒sw,175,1,931177059169,,,,卖家已发货，等待买家确认,931177059169
250589208535,日本fancl美白丸全身,204,1,490804934732,,,,卖家已发货，等待买家确认,490804934732
250583695549,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,卖家已发货，等待买家确认,456026429338
250558931618,日本kawai卡哇伊肝油,259,1,498704921251,,,,卖家已发货，等待买家确认,498704921251
262444585313,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,卖家已发货，等待买家确认,456026429338
262441142439,FANCL/芳珂 HTC,198,1,490804926704,,,,卖家已发货，等待买家确认,490804926704
227410119584,日本FANCL复合维生素,99,1,490804928347,,,,卖家已发货，等待买家确认,490804928347
262407402632,FANCL/芳珂 HTC,198,1,490804926704,,,,交易关闭,490804926704
262396522175,日本kawai卡哇伊肝油,259,1,498704921251,,,,交易成功,498704921251
262134740624,日本FANCL复合维生素,99,1,490804928347,,,,卖家已发货，等待买家确认,490804928347
262276282796,日本fancl美白丸全身,204,2,490804934732,,,,交易成功,490804934732
227437176710,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,卖家已发货，等待买家确认,456026429338
262088560378,日本fancl美白丸全身,455,1,ecms-tz-0010,,,,卖家已发货，等待买家确认,ecms-tz-0010
262070120335,swisse护肝片 澳洲,170,1,931177058999,,,,卖家已发货，等待买家确认,931177058999
262045620374,日本FANCL复合维生素,99,2,490804928347,,,,卖家已发货，等待买家确认,490804928347
262123985659,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,卖家已发货，等待买家确认,456026429338
262131266295,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,卖家已发货，等待买家确认,456026429338
261878443372,日本fancl美白丸全身,204,1,490804934732,,,,卖家已发货，等待买家确认,490804934732
227397956866,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,卖家已发货，等待买家确认,456026429338
227397956866,日本代购新谷酵素夜迟减肥,399,1,456026429341,,,,卖家已发货，等待买家确认,456026429341
261839663151,日本FANCL复合维生素,99,1,490804928347,,,,卖家已发货，等待买家确认,490804928347
261735407187,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易成功,456026429338
250519531327,日本FANCL复合维生素,99,1,490804928347,,,,卖家已发货，等待买家确认,490804928347
261786205837,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,卖家已发货，等待买家确认,456026429338
227365916500,日本代购新谷酵素夜迟减肥,399,2,456026429338,,,,交易关闭,456026429338
261757465305,日本fancl美白丸全身,204,1,490804934732,,,,交易成功,490804934732
261757465305,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易成功,456026429338
250645469135,日本fancl美白丸全身,204,1,490804934732,,,,交易关闭,490804934732
261654024774,普丽普莱氨糖维骨力/软骨,580,1,ecms-tz-0010,,,,买家已付款，等待卖家发货,ecms-tz-0010
261637647710,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易成功,456026429338
250504388931,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,卖家已发货，等待买家确认,456026429338
261804142010,美国进口普利普莱叶黄素软,329,1,ecms-tz-0010,,,请包装仔细！,卖家已发货，等待买家确认,ecms-tz-0010
250659870888,日本fancl美白丸全身,455,1,ecms-tz-0010,,,,交易成功,ecms-tz-0010
261790846176,ASANA 一酪纤低卡代,199,1,489517460210,,,,卖家已发货，等待买家确认,489517460210
261613360320,日本fancl美白丸全身,204,1,490804934732,,,,交易成功,490804934732
261613360320,swisse葡萄籽皙颜美,260,1,931177059731,,,,交易成功,931177059731
261753982299,swisse护肝片 澳洲,170,1,931177058999,,,,交易关闭,931177058999
250623849175,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,卖家已发货，等待买家确认,456026429338
261579823166,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,卖家已发货，等待买家确认,456026429338
261568963321,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易成功,456026429338
261709542189,日本代购新谷酵素夜迟减肥,399,1,456026429341,,,,交易成功,456026429341
261709542189,日本fancl美白丸全身,204,1,490804934732,,,,交易成功,490804934732
261634741581,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易成功,456026429338
261412487551,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,注意质量，尽快发货,卖家已发货，等待买家确认,456026429338
227398578269,日本进口水果果蔬酵素酵母,215,1,493309403145,,,,卖家已发货，等待买家确认,493309403145
227237639252,日本FANCL复合维生素,99,1,490804928347,,,,卖家已发货，等待买家确认,490804928347
227237639252,fancl/芳珂 祛痘淡,198,1,490804934733,,,,卖家已发货，等待买家确认,490804934733
227394797308,日本代购新谷酵素夜迟减肥,399,2,456026429341,,,,卖家已发货，等待买家确认,456026429341
227394797308,日本代购新谷酵素夜迟减肥,399,2,456026429338,,,,卖家已发货，等待买家确认,456026429338
261487465814,日本fancl美白丸全身,455,1,ecms-tz-0010,,,,交易成功,ecms-tz-0010
261535386903,日本fancl美白丸全身,204,1,490804934732,,,,卖家已发货，等待买家确认,490804934732
261511522483,日本fancl美白丸全身,204,1,490804934732,,,,卖家已发货，等待买家确认,490804934732
261424025288,swisse睡眠片 澳洲,169,1,931177058824,,,,交易关闭,931177058824
261290623382,fancl/芳珂燃脂素 ,258,2,490804914233,,,,交易成功,490804914233
227368937787,日本fancl美白丸全身,204,1,490804934732,,,,卖家已发货，等待买家确认,490804934732
250527790348,fancl/芳珂燃脂素 ,258,1,490804914233,,,,交易成功,490804914233
250499249793,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易成功,456026429338
261325725430,fancl/芳珂燃脂素 ,258,1,490804914233,,,,交易成功,490804914233
261388246632,日本代购新谷酵素夜迟减肥,399,2,456026429338,,,,卖家已发货，等待买家确认,456026429338
261388246632,日本fancl美白丸全身,455,1,ecms-tz-0010,,,,卖家已发货，等待买家确认,ecms-tz-0010
227188819097,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,卖家已发货，等待买家确认,456026429338
250465893903,普利普莱氨糖软骨素美国三,489,1,ecms-tz-0010,,,,交易成功,ecms-tz-0010
250329511020,日本fancl美白丸全身,204,1,490804934732,,,,交易成功,490804934732
250318775940,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易成功,456026429338
261241205950,日本fancl美白丸全身,204,1,490804934732,,,,卖家已发货，等待买家确认,490804934732
261233385911,日本kawai卡哇伊肝油,259,1,498704921251,,,,交易成功,498704921251
250401193197,日本fancl美白丸全身,204,1,490804934732,,,,交易成功,490804934732
250396214150,澳洲蔓越莓胶囊30粒sw,175,1,931177059169,,,,卖家已发货，等待买家确认,931177059169
261247426847,普丽普莱氨糖维骨力/软骨,580,1,ecms-tz-0010,,,,买家已付款，等待卖家发货,ecms-tz-0010
250366994058,fancl/芳珂 祛痘淡,198,1,490804934733,,,,卖家已发货，等待买家确认,490804934733
250366994058,日本fancl美白丸全身,204,1,490804934732,,,,卖家已发货，等待买家确认,490804934732
250356190184,普利普莱氨糖软骨素美国三,329,2,25077178964,,,,卖家已发货，等待买家确认,25077178964
227198296860,日本FANCL复合维生素,99,1,490804928347,,,,交易成功,490804928347
250312030454,日本FANCL复合维生素,99,1,490804928347,,,,卖家已发货，等待买家确认,490804928347
260967884487,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,卖家已发货，等待买家确认,456026429338
227164076945,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,卖家已发货，等待买家确认,456026429338
250066515601,日本代购新谷酵素夜迟减肥,399,2,456026429338,,,请开发票，上海乐昌企业管理有限公司,卖家已发货，等待买家确认,456026429338
227156176566,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易成功,456026429338
227085859685,日本fancl美白丸全身,204,1,490804934732,,,,卖家已发货，等待买家确认,490804934732
227085859685,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,卖家已发货，等待买家确认,456026429338
227085859685,日本FANCL复合维生素,99,1,490804928347,,,,卖家已发货，等待买家确认,490804928347
227150736249,日本fancl美白丸全身,204,1,490804934732,,,,交易关闭,490804934732
227150736249,FANCL/芳珂 HTC,198,1,490804926704,,,,交易关闭,490804926704
227246018762,fancl/芳珂 祛痘淡,198,2,490804934733,,,,卖家已发货，等待买家确认,490804934733
227244238070,日本fancl美白丸全身,204,1,490804934732,,,,卖家已发货，等待买家确认,490804934732
250027028778,日本kawai卡哇伊肝油,259,1,498704921251,,,,卖家已发货，等待买家确认,498704921251
227135096555,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,卖家已发货，等待买家确认,456026429338
249982308899,日本FANCL/芳珂 H,398,1,ecms-tz-0010,,,,卖家已发货，等待买家确认,ecms-tz-0010
